Transaction_ID,Date,Product_ID,Customer_ID,Payment_Method,Quantity,Selling_Price,Discount_Pct,Revenue,Customer_Rating
TXN101259,2021-01-22 20:06:45,P012,CU0221,Credit Card,2,13430.95,15.0,26861.9,4.5
TXN100800,2021-01-23 00:18:20,P004,CU0180,UPI,2,31865.55,8.0,63731.1,3.5
TXN100429,2021-01-23 14:50:40,P001,CU0137,Debit Card,1,61550.7,10.0,61550.7,3.5
TXN102134,2021-01-23 15:48:19,P010,CU0459,Debit Card,3,35256.58,5.0,105769.74,4.0
TXN103544,2021-01-23 21:41:27,P014,CU0464,Credit Card,3,24730.2,0.0,74190.6,4.5
TXN104176,2021-01-24 01:11:50,P001,CU0446,Cash,2,42833.21,0.0,85666.42,5.0
TXN103490,2021-01-24 06:37:23,P012,CU0095,UPI,2,31617.89,3.0,63235.78,3.5
TXN101308,2021-01-24 06:45:58,P004,CU0113,UPI,3,53021.64,5.0,159064.92,2.0
TXN101425,2021-01-24 15:28:42,P010,CU0334,Credit Card,4,30118.56,10.0,120474.24,4.5
TXN104221,2021-01-25 00:11:19,P002,CU0472,UPI,1,67063.03,0.0,67063.03,4.5
TXN102892,2021-01-25 08:11:21,P014,CU0472,Credit Card,1,20480.21,5.0,20480.21,4.0
TXN101517,2021-01-26 05:47:36,P011,CU0380,Credit Card,2,35275.77,3.0,70551.54,5.0
TXN100926,2021-01-26 07:04:08,P014,CU0448,UPI,2,13357.66,3.0,26715.32,4.5
TXN101937,2021-01-26 15:38:58,P012,CU0262,UPI,1,32538.33,0.0,32538.33,5.0
TXN102862,2021-01-26 15:47:28,P009,CU0418,UPI,1,19423.9,15.0,19423.9,3.5
TXN100093,2021-01-26 18:27:05,P008,CU0266,UPI,1,36342.17,0.0,36342.17,4.0
TXN101337,2021-01-27 01:11:45,P008,CU0102,UPI,2,19343.27,3.0,38686.54,4.5
TXN101185,2021-01-27 12:54:14,P002,CU0133,Debit Card,1,33233.02,3.0,33233.02,4.5
TXN100740,2021-01-27 14:47:32,P003,CU0430,Debit Card,1,39253.74,0.0,39253.74,3.0
TXN104069,2021-01-27 19:07:21,P011,CU0459,Credit Card,1,31733.68,0.0,31733.68,4.0
TXN100396,2021-01-28 11:33:43,P014,CU0107,Credit Card,4,12740.69,10.0,50962.76,3.5
TXN101545,2021-01-28 23:16:10,P001,CU0488,Credit Card,2,43363.94,0.0,86727.88,4.5
TXN101243,2021-01-29 13:07:42,P002,CU0290,UPI,2,71433.04,0.0,142866.08,1.0
TXN101952,2021-01-29 17:02:05,P008,CU0257,Credit Card,4,60588.89,5.0,242355.56,5.0
TXN102656,2021-01-30 10:23:24,P010,CU0252,Cash,1,28315.7,3.0,28315.7,4.0
TXN102440,2021-01-30 10:38:23,P004,CU0231,UPI,1,30300.91,15.0,30300.91,4.5
TXN100007,2021-01-30 11:15:43,P017,CU0222,Debit Card,1,17614.87,8.0,17614.87,3.5
TXN102553,2021-01-30 19:34:41,P015,CU0225,UPI,2,19954.43,15.0,39908.86,3.5
TXN100024,2021-01-31 07:57:08,P002,CU0155,UPI,1,65038.46,8.0,65038.46,3.5
TXN100278,2021-01-31 23:29:00,P012,CU0244,UPI,2,12283.29,5.0,24566.58,4.0
TXN103408,2021-02-01 02:26:00,P006,CU0014,UPI,1,59345.64,5.0,59345.64,4.0
TXN100492,2021-02-01 10:29:29,P008,CU0002,UPI,1,48234.67,0.0,48234.67,3.5
TXN100524,2021-02-01 15:42:39,P001,CU0375,UPI,4,60255.32,3.0,241021.28,4.0
TXN101265,2021-02-01 19:45:02,P011,CU0401,UPI,2,31869.76,0.0,63739.52,4.0
TXN101026,2021-02-02 11:08:53,P013,CU0051,Debit Card,1,16215.27,8.0,16215.27,4.0
TXN102282,2021-02-02 18:31:38,P007,CU0258,UPI,1,43017.64,0.0,43017.64,4.5
TXN103547,2021-02-03 03:20:29,P010,CU0311,Credit Card,2,36418.71,10.0,72837.42,4.0
TXN102297,2021-02-03 05:39:17,P010,CU0231,Credit Card,1,30557.29,15.0,30557.29,3.5
TXN101323,2021-02-03 16:22:16,P015,CU0277,Cash,4,18532.37,15.0,74129.48,4.5
TXN100312,2021-02-03 22:54:28,P007,CU0101,UPI,4,45734.0,8.0,182936.0,3.0
TXN100603,2021-02-03 23:42:46,P005,CU0403,Cash,2,49203.15,8.0,98406.3,4.5
TXN104421,2021-02-04 00:05:39,P010,CU0407,Credit Card,1,33405.46,0.0,33405.46,2.5
TXN102112,2021-02-04 11:50:53,P005,CU0176,UPI,2,36951.47,0.0,73902.94,4.5
TXN102315,2021-02-04 13:05:37,P005,CU0246,Credit Card,1,49247.29,5.0,49247.29,2.5
TXN103819,2021-02-05 08:40:50,P009,CU0323,Debit Card,3,28206.64,0.0,84619.92,2.5
TXN103448,2021-02-05 15:31:07,P002,CU0191,UPI,3,40498.92,10.0,121496.76,3.0
TXN100168,2021-02-06 01:38:44,P006,CU0205,Credit Card,4,41102.93,3.0,164411.72,5.0
TXN104048,2021-02-07 04:55:19,P017,CU0480,UPI,1,24362.24,0.0,24362.24,2.5
TXN101236,2021-02-07 06:10:42,P005,CU0119,Credit Card,1,28218.55,3.0,28218.55,4.5
TXN103388,2021-02-07 10:48:29,P014,CU0353,Cash,2,22804.92,0.0,45609.84,3.5
TXN102787,2021-02-07 11:34:15,P010,CU0123,Credit Card,1,35854.94,0.0,35854.94,4.0
TXN104055,2021-02-08 04:20:23,P013,CU0042,UPI,2,26697.66,8.0,53395.32,3.0
TXN101121,2021-02-08 19:00:32,P007,CU0324,Debit Card,2,61777.46,0.0,123554.92,3.0
TXN100133,2021-02-08 22:35:12,P009,CU0019,Credit Card,1,33591.9,3.0,33591.9,3.5
TXN103480,2021-02-09 01:03:24,P017,CU0004,Debit Card,2,21731.96,0.0,43463.92,4.5
TXN103745,2021-02-09 16:40:13,P008,CU0349,UPI,2,48111.55,5.0,96223.1,3.0
TXN101985,2021-02-10 08:45:06,P009,CU0203,Credit Card,1,49948.36,0.0,49948.36,3.0
TXN103482,2021-02-11 03:13:35,P012,CU0450,Cash,2,14314.21,0.0,28628.42,3.0
TXN104313,2021-02-11 16:58:06,P004,CU0213,Debit Card,5,72633.84,3.0,363169.2,4.0
TXN103999,2021-02-12 13:58:35,P003,CU0107,Debit Card,1,39486.4,15.0,39486.4,4.0
TXN101976,2021-02-12 17:13:18,P012,CU0147,Debit Card,2,34351.61,0.0,68703.22,3.5
TXN101194,2021-02-13 06:54:53,P014,CU0417,Credit Card,1,30423.39,5.0,30423.39,4.5
TXN103939,2021-02-13 22:43:56,P012,CU0113,Credit Card,3,26031.32,3.0,78093.96,3.0
TXN101835,2021-02-14 01:23:11,P006,CU0429,UPI,2,35481.17,0.0,70962.34,3.0
TXN102077,2021-02-14 03:04:25,P002,CU0057,Credit Card,1,56072.07,0.0,56072.07,4.5
TXN103759,2021-02-15 07:38:09,P006,CU0087,UPI,1,58225.06,10.0,58225.06,4.5
TXN101607,2021-02-15 18:11:24,P009,CU0233,UPI,3,27561.71,0.0,82685.13,3.5
TXN103765,2021-02-15 23:01:07,P005,CU0246,UPI,3,49452.71,15.0,148358.13,3.0
TXN104059,2021-02-17 23:59:04,P011,CU0132,Cash,3,20510.09,15.0,61530.27,3.0
TXN104286,2021-02-18 05:48:08,P015,CU0497,UPI,5,10864.15,0.0,54320.75,5.0
TXN102233,2021-02-18 12:29:24,P010,CU0286,UPI,1,32263.98,0.0,32263.98,2.5
TXN102041,2021-02-18 17:30:10,P002,CU0309,Credit Card,2,63322.8,8.0,126645.6,2.5
TXN103653,2021-02-18 22:56:46,P005,CU0261,Cash,3,44244.89,5.0,132734.67,3.5
TXN100355,2021-02-19 00:07:25,P014,CU0482,Credit Card,3,16605.91,5.0,49817.73,3.0
TXN100500,2021-02-19 20:56:15,P004,CU0223,UPI,1,38876.01,5.0,38876.01,4.0
TXN101884,2021-02-20 02:00:57,P011,CU0005,Cash,4,49709.92,0.0,198839.68,3.5
TXN101945,2021-02-20 16:21:12,P003,CU0209,Debit Card,1,29480.3,5.0,29480.3,3.0
TXN103599,2021-02-21 04:28:38,P015,CU0048,Debit Card,5,14321.35,0.0,71606.75,4.0
TXN103361,2021-02-21 05:25:00,P012,CU0214,UPI,5,32328.9,0.0,161644.5,3.5
TXN100085,2021-02-21 07:50:31,P011,CU0325,UPI,5,22882.42,0.0,114412.1,3.5
TXN101963,2021-02-21 12:21:04,P002,CU0088,UPI,2,69467.14,5.0,138934.28,5.0
TXN102833,2021-02-21 13:28:34,P014,CU0268,UPI,1,20497.7,3.0,20497.7,3.5
TXN102810,2021-02-21 15:33:14,P014,CU0358,Credit Card,3,32033.15,0.0,96099.45,4.0
TXN103170,2021-02-21 18:03:38,P004,CU0007,UPI,4,44818.94,5.0,179275.76,4.0
TXN100391,2021-02-21 18:18:46,P012,CU0293,Credit Card,1,13253.44,0.0,13253.44,2.5
TXN100598,2021-02-21 22:45:15,P005,CU0048,Cash,1,52677.92,0.0,52677.92,3.5
TXN101391,2021-02-22 10:33:45,P006,CU0260,Cash,1,22978.47,0.0,22978.47,4.0
TXN100199,2021-02-22 18:21:26,P005,CU0300,Debit Card,1,53316.64,0.0,53316.64,4.5
TXN100693,2021-02-22 20:37:00,P004,CU0254,UPI,3,61002.01,8.0,183006.03,4.5
TXN100507,2021-02-23 12:24:18,P013,CU0425,UPI,1,24926.38,10.0,24926.38,5.0
TXN102584,2021-02-23 14:50:28,P005,CU0088,UPI,2,52355.56,0.0,104711.12,3.5
TXN102518,2021-02-24 13:00:26,P017,CU0109,Debit Card,3,15470.11,5.0,46410.33,4.5
TXN100997,2021-02-24 18:32:29,P011,CU0117,Credit Card,1,34360.23,3.0,34360.23,3.5
TXN100023,2021-02-25 00:38:48,P016,CU0273,UPI,2,21600.5,3.0,43201.0,3.0
TXN102400,2021-02-25 00:42:25,P001,CU0213,UPI,1,70412.71,0.0,70412.71,3.0
TXN100932,2021-02-25 02:22:00,P013,CU0339,Cash,1,34820.34,0.0,34820.34,2.5
TXN101176,2021-02-25 18:02:51,P008,CU0289,Credit Card,2,29026.31,0.0,58052.62,3.0
TXN100116,2021-02-25 18:06:26,P017,CU0310,Debit Card,2,11430.96,0.0,22861.92,2.5
TXN102126,2021-02-26 02:00:54,P008,CU0087,UPI,1,60380.94,0.0,60380.94,4.5
TXN101520,2021-02-26 07:02:07,P010,CU0253,Credit Card,1,33558.77,5.0,33558.77,4.5
TXN104238,2021-02-26 11:50:24,P017,CU0461,Cash,2,18886.16,10.0,37772.32,4.5
TXN100912,2021-02-26 16:03:39,P014,CU0189,Debit Card,2,15518.28,0.0,31036.56,4.0
TXN103442,2021-02-26 18:38:06,P011,CU0442,UPI,1,44657.99,5.0,44657.99,3.5
TXN104252,2021-02-26 18:43:54,P012,CU0470,Debit Card,2,16079.6,0.0,32159.2,4.0
TXN102973,2021-02-26 20:55:56,P005,CU0141,Debit Card,3,53235.13,0.0,159705.39,4.5
TXN101000,2021-02-27 03:08:05,P009,CU0499,Debit Card,1,43172.95,0.0,43172.95,5.0
TXN100277,2021-02-27 05:25:26,P006,CU0287,Debit Card,1,44952.72,8.0,44952.72,3.5
TXN102490,2021-02-27 11:59:39,P015,CU0366,Debit Card,2,27673.6,0.0,55347.2,4.0
TXN103204,2021-02-28 23:33:12,P003,CU0086,UPI,2,57292.21,3.0,114584.42,2.5
TXN100347,2021-03-01 11:56:40,P012,CU0201,Debit Card,1,17375.21,0.0,17375.21,3.5
TXN102736,2021-03-01 12:30:57,P014,CU0236,Credit Card,1,20017.74,0.0,20017.74,3.5
TXN102503,2021-03-01 20:29:30,P009,CU0207,Credit Card,3,36327.06,8.0,108981.18,3.5
TXN103207,2021-03-02 03:06:06,P016,CU0359,Cash,3,25001.84,0.0,75005.52,3.0
TXN103905,2021-03-03 00:16:21,P015,CU0401,Cash,2,12666.54,5.0,25333.08,3.0
TXN102163,2021-03-03 11:07:52,P014,CU0181,UPI,2,20440.92,0.0,40881.84,2.5
TXN101768,2021-03-03 19:20:29,P009,CU0298,Credit Card,1,48437.65,0.0,48437.65,3.0
TXN102689,2021-03-04 21:36:55,P011,CU0390,Debit Card,2,19061.68,8.0,38123.36,3.5
TXN102000,2021-03-05 00:32:12,P001,CU0460,Credit Card,2,60471.55,0.0,120943.1,4.0
TXN101188,2021-03-05 09:11:07,P005,CU0221,Debit Card,1,29698.58,5.0,29698.58,3.5
TXN103319,2021-03-05 21:25:52,P002,CU0204,Debit Card,1,54483.72,5.0,54483.72,4.0
TXN103879,2021-03-06 03:10:05,P007,CU0089,UPI,2,34275.23,10.0,68550.46,3.5
TXN100525,2021-03-06 03:14:31,P006,CU0128,Cash,1,17050.38,8.0,17050.38,3.0
TXN100241,2021-03-06 04:58:49,P012,CU0160,Credit Card,2,30919.25,0.0,61838.5,4.0
TXN100805,2021-03-06 08:43:22,P013,CU0473,Cash,4,32180.53,3.0,128722.12,5.0
TXN103154,2021-03-06 13:52:07,P007,CU0217,Cash,2,30366.49,8.0,60732.98,4.0
TXN102028,2021-03-06 23:55:53,P007,CU0287,Credit Card,5,30922.0,15.0,154610.0,4.0
TXN100869,2021-03-07 03:16:24,P002,CU0312,Debit Card,1,31777.58,10.0,31777.58,4.5
TXN104157,2021-03-07 07:29:03,P002,CU0060,Credit Card,2,67335.71,8.0,134671.42,4.5
TXN104058,2021-03-07 09:06:58,P006,CU0055,UPI,5,37660.93,10.0,188304.65,4.0
TXN102160,2021-03-07 11:17:17,P013,CU0228,Debit Card,2,30552.32,3.0,61104.64,4.5
TXN100938,2021-03-07 11:19:54,P011,CU0198,Cash,1,37672.81,5.0,37672.81,3.0
TXN104417,2021-03-07 12:45:04,P012,CU0395,Cash,1,14412.16,5.0,14412.16,3.0
TXN100087,2021-03-07 15:10:10,P017,CU0489,Credit Card,2,21623.67,3.0,43247.34,3.5
TXN101730,2021-03-08 13:06:05,P009,CU0448,Credit Card,3,31898.01,0.0,95694.03,2.0
TXN100779,2021-03-09 14:10:56,P007,CU0330,Credit Card,4,50978.8,3.0,203915.2,3.5
TXN101057,2021-03-09 15:02:13,P007,CU0482,UPI,2,40410.76,8.0,80821.52,5.0
TXN100151,2021-03-09 18:29:21,P005,CU0491,Cash,2,42647.23,0.0,85294.46,3.0
TXN104463,2021-03-09 19:29:12,P017,CU0189,Cash,2,25206.0,0.0,50412.0,3.0
TXN103183,2021-03-10 02:45:37,P004,CU0271,Credit Card,1,50868.8,0.0,50868.8,2.5
TXN103121,2021-03-10 05:34:28,P001,CU0429,Credit Card,1,59357.68,10.0,59357.68,3.5
TXN103946,2021-03-10 13:14:30,P008,CU0396,Debit Card,3,26636.97,10.0,79910.91,2.5
TXN101397,2021-03-10 13:54:42,P016,CU0224,Debit Card,1,14237.97,0.0,14237.97,4.5
TXN104134,2021-03-10 18:00:50,P015,CU0337,UPI,1,25224.85,8.0,25224.85,4.0
TXN100993,2021-03-11 03:45:59,P015,CU0068,Credit Card,1,17062.7,3.0,17062.7,3.5
TXN102620,2021-03-11 04:21:37,P015,CU0499,Credit Card,5,29636.78,0.0,148183.9,3.5
TXN104139,2021-03-12 10:19:31,P015,CU0317,Debit Card,5,17315.44,0.0,86577.2,3.5
TXN102794,2021-03-12 12:08:47,P006,CU0282,Credit Card,1,38676.45,5.0,38676.45,5.0
TXN104254,2021-03-12 21:44:30,P004,CU0008,Debit Card,4,57887.3,0.0,231549.2,4.0
TXN100101,2021-03-12 22:07:44,P003,CU0443,UPI,1,57027.94,0.0,57027.94,2.5
TXN104443,2021-03-13 04:24:42,P014,CU0495,Debit Card,2,25458.22,5.0,50916.44,3.5
TXN103427,2021-03-13 11:16:26,P016,CU0055,UPI,5,23727.21,8.0,118636.05,4.0
TXN103045,2021-03-13 15:24:56,P013,CU0455,Credit Card,2,19787.82,0.0,39575.64,5.0
TXN100867,2021-03-13 18:45:36,P010,CU0086,UPI,1,22796.05,3.0,22796.05,5.0
TXN103580,2021-03-14 08:52:01,P001,CU0469,Cash,2,58178.84,5.0,116357.68,5.0
TXN100746,2021-03-14 10:31:09,P015,CU0423,Cash,1,17218.31,5.0,17218.31,4.0
TXN103036,2021-03-14 12:21:53,P016,CU0312,Credit Card,1,16049.85,10.0,16049.85,2.5
TXN103560,2021-03-14 13:02:00,P011,CU0280,UPI,1,35713.46,5.0,35713.46,2.0
TXN103937,2021-03-14 14:08:35,P006,CU0279,Credit Card,1,24420.05,3.0,24420.05,4.0
TXN101344,2021-03-15 09:34:00,P015,CU0117,Credit Card,4,25236.43,5.0,100945.72,4.5
TXN103010,2021-03-15 17:40:22,P017,CU0397,UPI,1,22349.66,15.0,22349.66,3.5
TXN100898,2021-03-15 18:32:48,P016,CU0224,UPI,3,14846.35,0.0,44539.05,3.5
TXN103384,2021-03-15 20:51:48,P010,CU0469,UPI,1,25148.65,0.0,25148.65,2.5
TXN102252,2021-03-16 02:47:06,P006,CU0428,Credit Card,1,60676.37,0.0,60676.37,2.0
TXN103821,2021-03-16 16:49:01,P016,CU0172,Credit Card,1,22128.84,0.0,22128.84,5.0
TXN102630,2021-03-17 04:48:42,P008,CU0177,Debit Card,2,48789.62,15.0,97579.24,4.0
TXN100070,2021-03-17 05:42:08,P004,CU0366,Credit Card,2,41795.59,10.0,83591.18,3.0
TXN102235,2021-03-17 07:12:50,P005,CU0343,Debit Card,2,43240.56,5.0,86481.12,4.5
TXN101463,2021-03-17 13:13:17,P010,CU0105,Debit Card,3,18819.97,8.0,56459.91,3.5
TXN102693,2021-03-17 17:38:08,P005,CU0405,Credit Card,2,48385.8,5.0,96771.6,3.5
TXN103948,2021-03-18 01:44:34,P010,CU0458,Cash,3,36230.72,0.0,108692.16,4.0
TXN101503,2021-03-18 06:22:00,P009,CU0070,Debit Card,3,36096.93,8.0,108290.79,4.5
TXN103565,2021-03-19 12:51:25,P009,CU0239,Debit Card,2,33063.41,5.0,66126.82,3.0
TXN103412,2021-03-19 17:54:12,P015,CU0485,Credit Card,1,13667.87,8.0,13667.87,2.0
TXN103200,2021-03-20 06:49:40,P006,CU0189,Credit Card,2,45933.34,3.0,91866.68,2.5
TXN100014,2021-03-20 14:24:11,P016,CU0338,Cash,2,29080.0,3.0,58160.0,3.5
TXN103446,2021-03-20 17:18:09,P004,CU0003,UPI,1,65838.32,8.0,65838.32,4.0
TXN101293,2021-03-21 02:11:18,P015,CU0128,Debit Card,2,14681.71,3.0,29363.42,3.5
TXN103920,2021-03-21 08:33:36,P003,CU0193,UPI,3,32229.01,5.0,96687.03,4.0
TXN102964,2021-03-21 10:52:40,P017,CU0163,Credit Card,1,24695.68,3.0,24695.68,4.5
TXN101246,2021-03-21 11:45:08,P006,CU0443,Debit Card,2,53443.15,10.0,106886.3,4.5
TXN102195,2021-03-21 21:23:10,P007,CU0325,UPI,2,32751.96,0.0,65503.92,3.0
TXN103017,2021-03-21 21:54:41,P006,CU0349,Cash,1,34319.82,0.0,34319.82,2.5
TXN101380,2021-03-22 04:35:10,P001,CU0095,Cash,2,38768.67,3.0,77537.34,4.5
TXN103540,2021-03-22 05:48:43,P003,CU0126,Credit Card,4,39033.01,3.0,156132.04,2.5
TXN102891,2021-03-22 10:37:53,P002,CU0348,UPI,1,66026.87,3.0,66026.87,4.0
TXN101656,2021-03-22 16:02:46,P011,CU0328,Credit Card,5,36334.69,3.0,181673.45,4.0
TXN103323,2021-03-22 23:08:52,P003,CU0433,Debit Card,2,41966.41,5.0,83932.82,2.5
TXN100127,2021-03-23 00:03:00,P007,CU0220,Debit Card,1,58950.13,0.0,58950.13,3.5
TXN102100,2021-03-23 14:07:10,P008,CU0168,UPI,1,55748.38,8.0,55748.38,3.5
TXN100795,2021-03-23 23:16:10,P005,CU0038,Cash,1,19289.11,5.0,19289.11,4.0
TXN100918,2021-03-24 05:34:43,P003,CU0160,Credit Card,2,55046.48,0.0,110092.96,3.5
TXN104085,2021-03-24 07:46:23,P014,CU0222,Cash,2,10313.61,15.0,20627.22,4.0
TXN100115,2021-03-24 17:01:25,P015,CU0161,Debit Card,3,24385.74,0.0,73157.22,3.0
